"FILE","GROUP"
"HALLMARK_APICAL_SURFACE.csv","HALLMARK_APICAL_SURFACE"
"HALLMARK_HEDGEHOG_SIGNALING.csv","HALLMARK_HEDGEHOG_SIGNALING"
"HALLMARK_COMPLEMENT.csv","HALLMARK_COMPLEMENT"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE.csv","HALLMARK_UNFOLDED_PROTEIN_RESPONSE"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING.csv","HALLMARK_PI3K_AKT_MTOR_SIGNALING"
"HALLMARK_MTORC1_SIGNALING.csv","HALLMARK_MTORC1_SIGNALING"
"HALLMARK_E2F_TARGETS.csv","HALLMARK_E2F_TARGETS"
"HALLMARK_MYC_TARGETS_V1.csv","HALLMARK_MYC_TARGETS_V1"
"HALLMARK_MYC_TARGETS_V2.csv","HALLMARK_MYC_TARGETS_V2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION.csv","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"
"HALLMARK_INFLAMMATORY_RESPONSE.csv","HALLMARK_INFLAMMATORY_RESPONSE"
"HALLMARK_XENOBIOTIC_METABOLISM.csv","HALLMARK_XENOBIOTIC_METABOLISM"
"HALLMARK_FATTY_ACID_METABOLISM.csv","HALLMARK_FATTY_ACID_METABOLISM"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION.csv","HALLMARK_OXIDATIVE_PHOSPHORYLATION"
"HALLMARK_GLYCOLYSIS.csv","HALLMARK_GLYCOLYSIS"
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY.csv","HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"
"HALLMARK_P53_PATHWAY.csv","HALLMARK_P53_PATHWAY"
"HALLMARK_UV_RESPONSE.csv","HALLMARK_UV_RESPONSE"
"HALLMARK_ANGIOGENESIS.csv","Angiogenesis"
"HALLMARK_HEME_METABOLISM.csv","HALLMARK_HEME_METABOLISM"
"HALLMARK_COAGULATION.csv","HALLMARK_COAGULATION"
"HALLMARK_IL2_STAT5_SIGNALING.csv","HALLMARK_IL2_STAT5_SIGNALING"
"HALLMARK_BILE_ACID_METABOLISM.csv","HALLMARK_BILE_ACID_METABOLISM"
"HALLMARK_PEROXISOME.csv","HALLMARK_PEROXISOME"
"HALLMARK_ALLOGRAFT_REJECTION.csv","HALLMARK_ALLOGRAFT_REJECTION"
"HALLMARK_SPERMATOGENESIS.csv","HALLMARK_SPERMATOGENESIS"
"HALLMARK_KRAS_SIGNALING.csv","HALLMARK_KRAS_SIGNALING"
"HALLMARK_PANCREAS_BETA_CELLS.csv","HALLMARK_PANCREAS_BETA_CELLS"
"GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION.csv","GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION"
"GO_CARDIAC_CHAMBER_DEVELOPMENT.csv","GO_CARDIAC_CHAMBER_DEVELOPMENT"
"GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY.csv","GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY"
"GO_CIRCADIAN_RHYTHM.csv","GO_CIRCADIAN_RHYTHM"
"GO_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING.csv","GO_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING"
"GO_SPINAL_CORD_DEVELOPMENT.csv","GO_SPINAL_CORD_DEVELOPMENT"
"GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY.csv","GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"
"GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS.csv","GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS"
"GO_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY.csv","GO_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY"
"GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION.csv","GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION"
"GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY.csv","GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY"
"GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS.csv","GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS"
"GO_POTASSIUM_ION_TRANSPORT.csv","GO_POTASSIUM_ION_TRANSPORT"
"GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY.csv","GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY"
"GO_CARDIAC_MUSCLE_ADAPTATION.csv","GO_CARDIAC_MUSCLE_ADAPTATION"
"GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION.csv","GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION"
"GO_MOVEMENT_IN_ENVIRONMENT_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION.csv","GO_MOVEMENT_IN_ENVIRONMENT_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION"
"GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION.csv","GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION"
"GO_APICAL_PROTEIN_LOCALIZATION.csv","GO_APICAL_PROTEIN_LOCALIZATION"
"GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY.csv","GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY"
"GO_FOREBRAIN_NEURON_DEVELOPMENT.csv","GO_FOREBRAIN_NEURON_DEVELOPMENT"
"GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION.csv","GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION"
"GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT.csv","GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT"
"GO_MITOTIC_CYTOKINESIS.csv","GO_MITOTIC_CYTOKINESIS"
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS.csv","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"
"GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION.csv","GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION"
"GO_CYTOPLASMIC_TRANSLATION.csv","GO_CYTOPLASMIC_TRANSLATION"
"GO_MEIOTIC_CHROMOSOME_SEGREGATION.csv","GO_MEIOTIC_CHROMOSOME_SEGREGATION"
"GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT.csv","GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT"
"GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR.csv","GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR"
"GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS.csv","GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS"
"GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY.csv","GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY"
"GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY.csv","GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"
"GO_DENDRITE_DEVELOPMENT.csv","GO_DENDRITE_DEVELOPMENT"
"GO_REGULATION_OF_RESPIRATORY_BURST.csv","GO_REGULATION_OF_RESPIRATORY_BURST"
"GO_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION.csv","GO_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION"
"GO_MEMORY.csv","GO_MEMORY"
"GO_NEURON_DEVELOPMENT.csv","GO_NEURON_DEVELOPMENT"
"GO_REGULATION_OF_GOLGI_ORGANIZATION.csv","GO_REGULATION_OF_GOLGI_ORGANIZATION"
"GO_ENDOTHELIAL_CELL_DEVELOPMENT.csv","GO_ENDOTHELIAL_CELL_DEVELOPMENT"
"GO_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION.csv","GO_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION"
"GO_REGULATION_OF_CELL_ACTIVATION.csv","GO_REGULATION_OF_CELL_ACTIVATION"
"GO_MULTICELLULAR_ORGANISM_AGING.csv","GO_MULTICELLULAR_ORGANISM_AGING"
"GO_ATP_DEPENDENT_CHROMATIN_REMODELING.csv","GO_ATP_DEPENDENT_CHROMATIN_REMODELING"
"GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS.csv","GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS"
"GO_ION_TRANSPORT.csv","GO_ION_TRANSPORT"
"GO_LIPID_MODIFICATION.csv","GO_LIPID_MODIFICATION"
"GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT.csv","GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT"
"GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION.csv","GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION"
"GO_ACYLGLYCEROL_HOMEOSTASIS.csv","GO_ACYLGLYCEROL_HOMEOSTASIS"
"GO_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY.csv","GO_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY"
"GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY.csv","GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY"
"GO_HEMOGLOBIN_METABOLIC_PROCESS.csv","GO_HEMOGLOBIN_METABOLIC_PROCESS"
"GO_SINGLE_FERTILIZATION.csv","GO_SINGLE_FERTILIZATION"
"GO_LEUKOCYTE_ACTIVATION.csv","GO_LEUKOCYTE_ACTIVATION"
"GO_CHROMOSOME_ORGANIZATION.csv","GO_CHROMOSOME_ORGANIZATION"
"GO_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION.csv","GO_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION"
"GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY.csv","GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"
"GO_SYNAPTIC_VESICLE_LOCALIZATION.csv","GO_SYNAPTIC_VESICLE_LOCALIZATION"
"GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS.csv","GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS"
"GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY.csv","GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"
"GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION.csv","GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION"
"GO_METANEPHRIC_NEPHRON_MORPHOGENESIS.csv","GO_METANEPHRIC_NEPHRON_MORPHOGENESIS"
"GO_GLYCERALDEHYDE_3_PHOSPHATE_METABOLIC_PROCESS.csv","GO_GLYCERALDEHYDE_3_PHOSPHATE_METABOLIC_PROCESS"
"GO_RESPONSE_TO_UV_C.csv","GO_RESPONSE_TO_UV_C"
"GO_CARBOHYDRATE_CATABOLIC_PROCESS.csv","GO_CARBOHYDRATE_CATABOLIC_PROCESS"
"GO_DENTATE_GYRUS_DEVELOPMENT.csv","GO_DENTATE_GYRUS_DEVELOPMENT"
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT.csv","GO_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT"
"GO_LABYRINTHINE_LAYER_DEVELOPMENT.csv","GO_LABYRINTHINE_LAYER_DEVELOPMENT"
"GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION.csv","GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION"
"GO_NEUROLOGICAL_SYSTEM_PROCESS.csv","GO_NEUROLOGICAL_SYSTEM_PROCESS"
"GO_NEURONAL_STEM_CELL_DIVISION.csv","GO_NEURONAL_STEM_CELL_DIVISION"
"GO_CERAMIDE_CATABOLIC_PROCESS.csv","GO_CERAMIDE_CATABOLIC_PROCESS"
"GO_EXCRETION.csv","GO_EXCRETION"
"GO_DIGESTION.csv","GO_DIGESTION"
"GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC.csv","GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC"
"GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION.csv","GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION"
"GO_HINDBRAIN_DEVELOPMENT.csv","GO_HINDBRAIN_DEVELOPMENT"
"GO_OLIGOSACCHARIDE_METABOLIC_PROCESS.csv","GO_OLIGOSACCHARIDE_METABOLIC_PROCESS"
"GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT.csv","GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT"
"GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST.csv","GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST"
"GO_CHROMOSOME_SEGREGATION.csv","GO_CHROMOSOME_SEGREGATION"
"GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY.csv","GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY"
"GO_ETHER_METABOLIC_PROCESS.csv","GO_ETHER_METABOLIC_PROCESS"
"GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION.csv","GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION"
"GO_CYTOKINE_METABOLIC_PROCESS.csv","GO_CYTOKINE_METABOLIC_PROCESS"
"GO_ANTEROGRADE_AXONAL_TRANSPORT.csv","GO_ANTEROGRADE_AXONAL_TRANSPORT"
"GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE.csv","GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE"
"GO_STEROID_BIOSYNTHETIC_PROCESS.csv","GO_STEROID_BIOSYNTHETIC_PROCESS"
"GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS.csv","GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS"
"GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT.csv","GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT"
"GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY.csv","GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY"
"GO_REGULATION_OF_INTERFERON_BETA_PRODUCTION.csv","GO_REGULATION_OF_INTERFERON_BETA_PRODUCTION"
"GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION.csv","GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION"
"GO_N_GLYCAN_PROCESSING.csv","GO_N_GLYCAN_PROCESSING"
"GO_INORGANIC_ION_IMPORT_INTO_CELL.csv","GO_INORGANIC_ION_IMPORT_INTO_CELL"
"GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT.csv","GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT"
"GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS.csv","GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS"
"GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY.csv","GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY"
"GO_MEMBRANE_DEPOLARIZATION.csv","GO_MEMBRANE_DEPOLARIZATION"
"GO_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION.csv","GO_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION"
"GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY.csv","GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"
"GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE.csv","GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE"
"GO_REGULATION_OF_LYASE_ACTIVITY.csv","GO_REGULATION_OF_LYASE_ACTIVITY"
"GO_RESPONSE_TO_NITROGEN_COMPOUND.csv","GO_RESPONSE_TO_NITROGEN_COMPOUND"
"GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT.csv","GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT"
"GO_REGULATION_OF_DNA_RECOMBINATION.csv","GO_REGULATION_OF_DNA_RECOMBINATION"
"GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION.csv","GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION"
"GO_RESPONSE_TO_ETHANOL.csv","GO_RESPONSE_TO_ETHANOL"
"GO_SULFUR_COMPOUND_METABOLIC_PROCESS.csv","GO_SULFUR_COMPOUND_METABOLIC_PROCESS"
"GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT1_PROTEIN.csv","GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT1_PROTEIN"
"GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT.csv","GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT"
"GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING.csv","GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING"
"GO_POSITIVE_REGULATION_OF_DNA_REPLICATION.csv","GO_POSITIVE_REGULATION_OF_DNA_REPLICATION"
"GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS.csv","GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS"
"GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS.csv","GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS"
"GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT.csv","GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT"
"GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS.csv","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS"
"GO_NUCLEOTIDE_PHOSPHORYLATION.csv","GO_NUCLEOTIDE_PHOSPHORYLATION"
"GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC.csv","GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"
"GO_GLUTAMATE_SECRETION.csv","GO_GLUTAMATE_SECRETION"
"GO_REGULATION_OF_MRNA_METABOLIC_PROCESS.csv","GO_REGULATION_OF_MRNA_METABOLIC_PROCESS"
"GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING.csv","GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING"
"GO_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS.csv","GO_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS"
"GO_REGULATION_OF_VASCULOGENESIS.csv","GO_REGULATION_OF_VASCULOGENESIS"
"GO_LENS_FIBER_CELL_DIFFERENTIATION.csv","GO_LENS_FIBER_CELL_DIFFERENTIATION"
"GO_SENSORY_PERCEPTION.csv","GO_SENSORY_PERCEPTION"
"GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT.csv","GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT"
"GO_FATTY_ACID_CATABOLIC_PROCESS.csv","GO_FATTY_ACID_CATABOLIC_PROCESS"
"GO_REGULATION_OF_VESICLE_FUSION.csv","GO_REGULATION_OF_VESICLE_FUSION"
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS.csv","GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS"
"GO_REGULATION_OF_LIPID_STORAGE.csv","GO_REGULATION_OF_LIPID_STORAGE"
"GO_CARBOHYDRATE_TRANSPORT.csv","GO_CARBOHYDRATE_TRANSPORT"
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS.csv","GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS"
"GO_EMBRYONIC_HEMOPOIESIS.csv","GO_EMBRYONIC_HEMOPOIESIS"
"GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING.csv","GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING"
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II.csv","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II"
"GO_RESPONSE_TO_IONIZING_RADIATION.csv","GO_RESPONSE_TO_IONIZING_RADIATION"
"GO_PROTEIN_EXPORT_FROM_NUCLEUS.csv","GO_PROTEIN_EXPORT_FROM_NUCLEUS"
"GO_EPITHELIUM_DEVELOPMENT.csv","GO_EPITHELIUM_DEVELOPMENT"
"GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION.csv","GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION"
"GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS.csv","GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS"
"GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT.csv","GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT"
"GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON.csv","GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON"
"GO_NUCLEAR_ENVELOPE_REASSEMBLY.csv","GO_NUCLEAR_ENVELOPE_REASSEMBLY"
"GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR.csv","GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR"
"GO_REGULATION_OF_AUTOPHAGY.csv","GO_REGULATION_OF_AUTOPHAGY"
"GO_PHOSPHOLIPID_METABOLIC_PROCESS.csv","GO_PHOSPHOLIPID_METABOLIC_PROCESS"
"GO_AMMONIUM_ION_METABOLIC_PROCESS.csv","GO_AMMONIUM_ION_METABOLIC_PROCESS"
"GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION.csv","GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION"
"GO_NCRNA_CATABOLIC_PROCESS.csv","GO_NCRNA_CATABOLIC_PROCESS"
"GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION.csv","GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION"
"GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS.csv","GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS"
